degree,eigenvalue,mean_density
11,25.0,0.18181818181818182
11,26.0,0.5454545454545454
11,27.0,0.45454545454545453
11,28.0,0.09090909090909091
11,29.0,
11,30.0,0.5454545454545454
12,5.0,0.022727272727272728
12,6.0,0.05263157894736842
12,7.0,0.08333333333333333
12,8.0,0.045454545454545456
12,9.0,0.09090909090909091
12,10.0,0.1875
12,11.0,0.34375
12,12.0,0.5
12,13.0,0.3
12,14.0,0.3333333333333333
12,15.0,0.16666666666666666
12,16.0,0.125
12,17.0,0.625
12,18.0,0.5
12,19.0,0.0
12,20.0,0.25
12,21.0,0.4375
12,22.0,
12,23.0,0.25
12,24.0,
12,25.0,0.25
12,26.0,0.0
12,27.0,0.75
12,28.0,0.5
12,29.0,
12,30.0,0.0
13,5.0,0.011363636363636364
13,6.0,0.06578947368421052
13,7.0,0.1111111111111111
13,8.0,0.1590909090909091
13,9.0,0.18181818181818182
13,10.0,0.125
13,11.0,0.28125
13,12.0,0.65
13,13.0,0.2
13,14.0,0.25
13,15.0,0.4166666666666667
13,16.0,0.25
13,17.0,0.375
13,18.0,0.375
13,19.0,0.0
13,20.0,0.375
13,21.0,0.5
13,22.0,
13,23.0,0.5
13,24.0,
13,25.0,0.25
13,26.0,0.5
13,27.0,0.25
13,28.0,0.0
13,29.0,
13,30.0,0.0
14,5.0,0.045454545454545456
14,6.0,0.10526315789473684
14,7.0,0.16666666666666666
14,8.0,0.0
14,9.0,0.09090909090909091
14,10.0,0.0
14,11.0,0.5
14,12.0,0.4
14,13.0,0.4
14,14.0,0.6666666666666666
14,15.0,0.3333333333333333
14,16.0,0.5
14,17.0,0.5
14,18.0,0.5
14,19.0,0.0
14,20.0,0.5
14,21.0,0.75
14,22.0,
14,23.0,0.0
14,24.0,
14,25.0,0.0
14,26.0,0.0
14,27.0,1.0
14,28.0,0.0
14,29.0,
14,30.0,1.0
15,5.0,0.045454545454545456
15,6.0,0.05263157894736842
15,7.0,0.05555555555555555
15,8.0,0.18181818181818182
15,9.0,0.09090909090909091
15,10.0,0.15625
15,11.0,0.625
15,12.0,0.6
15,13.0,0.2
15,14.0,0.5
15,15.0,0.0
15,16.0,0.25
15,17.0,0.25
15,18.0,0.375
15,19.0,0.25
15,20.0,0.25
15,21.0,0.25
15,22.0,
15,23.0,0.5
15,24.0,
15,25.0,0.5
15,26.0,0.5
15,27.0,0.25
15,28.0,0.25
15,29.0,
15,30.0,0.5
16,5.0,0.01515151515151515
16,6.0,0.10526315789473684
16,7.0,0.12962962962962965
16,8.0,0.1515151515151515
16,9.0,0.09090909090909091
16,10.0,0.08333333333333333
16,11.0,0.3333333333333333
16,12.0,0.26666666666666666
16,13.0,0.26666666666666666
16,14.0,0.2222222222222222
16,15.0,0.2222222222222222
16,16.0,0.6666666666666666
16,17.0,0.3333333333333333
16,18.0,0.5
16,19.0,0.3333333333333333
16,20.0,0.3333333333333333
16,21.0,0.16666666666666666
16,22.0,
16,23.0,0.6666666666666666
16,24.0,
16,25.0,0.6666666666666666
16,26.0,0.0
16,27.0,0.0
16,28.0,0.3333333333333333
16,29.0,
16,30.0,0.0
17,5.0,0.0
17,6.0,0.05263157894736842
17,7.0,0.2222222222222222
17,8.0,0.0
17,9.0,0.18181818181818182
17,10.0,0.125
17,11.0,0.5
17,12.0,0.2
17,13.0,0.6
17,14.0,0.0
17,15.0,0.0
17,16.0,0.5
17,17.0,0.5
17,18.0,0.5
17,19.0,1.0
17,20.0,1.0
17,21.0,0.0
17,22.0,
17,23.0,0.0
17,24.0,
17,25.0,1.0
17,26.0,0.0
17,27.0,0.0
17,28.0,0.0
17,29.0,
17,30.0,0.0
18,5.0,0.0
18,6.0,0.05263157894736842
18,7.0,0.1111111111111111
18,8.0,0.09090909090909091
18,9.0,0.18181818181818182
18,10.0,0.125
18,11.0,0.5
18,12.0,0.8
18,13.0,0.2
18,14.0,0.3333333333333333
18,15.0,0.0
18,16.0,0.0
18,17.0,0.5
18,18.0,0.0
18,19.0,1.0
18,20.0,0.5
18,21.0,0.5
18,22.0,
18,23.0,0.0
18,24.0,
18,25.0,1.0
18,26.0,0.0
18,27.0,0.0
18,28.0,1.0
18,29.0,
18,30.0,1.0
19,5.0,0.0303030303030303
19,6.0,0.10526315789473684
19,7.0,0.16666666666666663
19,8.0,0.2727272727272727
19,9.0,0.0303030303030303
19,10.0,0.08333333333333333
19,11.0,0.25
19,12.0,0.13333333333333333
19,13.0,0.6
19,14.0,0.2222222222222222
19,15.0,0.3333333333333333
19,16.0,0.6666666666666666
19,17.0,0.3333333333333333
19,18.0,0.5
19,19.0,0.3333333333333333
19,20.0,0.3333333333333333
19,21.0,0.25
19,22.0,
19,23.0,0.6666666666666666
19,24.0,
19,25.0,0.3333333333333333
19,26.0,0.0
19,27.0,0.0
19,28.0,0.3333333333333333
19,29.0,
19,30.0,0.0
20,5.0,0.045454545454545456
20,6.0,0.05263157894736842
20,7.0,0.05555555555555555
20,8.0,0.5454545454545454
20,9.0,0.09090909090909091
20,10.0,0.0
20,11.0,0.25
20,12.0,0.6
20,13.0,0.4
20,14.0,0.6666666666666666
20,15.0,0.6666666666666666
20,16.0,0.0
20,17.0,0.5
20,18.0,0.0
20,19.0,0.0
20,20.0,0.5
20,21.0,0.0
20,22.0,
20,23.0,1.0
20,24.0,
20,25.0,0.0
20,26.0,0.0
20,27.0,1.0
20,28.0,0.0
20,29.0,
20,30.0,1.0
21,5.0,0.01515151515151515
21,6.0,0.05263157894736842
21,7.0,0.07407407407407407
21,8.0,0.2121212121212121
21,9.0,0.18181818181818182
21,10.0,0.125
21,11.0,0.3333333333333333
21,12.0,0.39999999999999997
21,13.0,0.26666666666666666
21,14.0,0.2222222222222222
21,15.0,0.1111111111111111
21,16.0,0.3333333333333333
21,17.0,0.3333333333333333
21,18.0,0.6666666666666666
21,19.0,0.6666666666666666
21,20.0,0.3333333333333333
21,21.0,0.08333333333333333
21,22.0,
21,23.0,0.3333333333333333
21,24.0,
21,25.0,0.0
21,26.0,0.0
21,27.0,0.0
21,28.0,0.6666666666666666
21,29.0,
21,30.0,0.0
22,5.0,0.0
22,6.0,0.15789473684210525
22,7.0,0.16666666666666666
22,8.0,0.09090909090909091
22,9.0,0.18181818181818182
22,10.0,0.25
22,11.0,0.375
22,12.0,0.2
22,13.0,1.0
22,14.0,0.0
22,15.0,0.0
22,16.0,0.0
22,17.0,1.0
22,18.0,0.0
22,19.0,1.0
22,20.0,1.0
22,21.0,0.25
22,22.0,
22,23.0,1.0
22,24.0,
22,25.0,0.0
22,26.0,0.0
22,27.0,0.0
22,28.0,1.0
22,29.0,
22,30.0,0.0
23,5.0,0.0
23,6.0,0.0
23,7.0,0.0
23,8.0,0.0
23,9.0,0.0
23,10.0,0.0
23,11.0,0.0
23,12.0,0.0
23,13.0,0.0
23,14.0,0.0
23,15.0,0.0
23,16.0,0.0
23,17.0,0.0
23,18.0,0.0
23,19.0,0.0
23,20.0,0.0
23,21.0,0.0
23,22.0,
23,23.0,0.0
23,24.0,
23,25.0,0.0
23,26.0,0.0
23,27.0,0.0
23,28.0,0.0
23,29.0,
23,30.0,0.0
24,5.0,0.0
24,6.0,0.0
24,7.0,0.0
24,8.0,0.0
24,9.0,0.0
24,10.0,0.0
24,11.0,0.0
24,12.0,0.0
24,13.0,0.0
24,14.0,0.0
24,15.0,0.0
24,16.0,0.0
24,17.0,0.0
24,18.0,0.0
24,19.0,0.0
24,20.0,0.0
24,21.0,0.0
24,22.0,
24,23.0,0.0
24,24.0,
24,25.0,0.0
24,26.0,0.0
24,27.0,0.0
24,28.0,0.0
24,29.0,
24,30.0,0.0
25,5.0,0.09090909090909091
25,6.0,0.07894736842105263
25,7.0,0.05555555555555555
25,8.0,0.2727272727272727
25,9.0,0.09090909090909091
25,10.0,0.125
25,11.0,0.0625
25,12.0,0.2
25,13.0,0.3
25,14.0,0.16666666666666666
25,15.0,0.5
25,16.0,0.0
25,17.0,0.5
25,18.0,0.25
25,19.0,0.0
25,20.0,0.25
25,21.0,0.0
25,22.0,
25,23.0,0.0
25,24.0,
25,25.0,0.5
25,26.0,0.0
25,27.0,1.0
25,28.0,0.5
25,29.0,
25,30.0,0.0
26,5.0,0.0
26,6.0,0.0
26,7.0,0.0
26,8.0,0.0
26,9.0,0.0
26,10.0,0.0
26,11.0,0.0
26,12.0,0.0
26,13.0,0.0
26,14.0,0.0
26,15.0,0.0
26,16.0,0.0
26,17.0,0.0
26,18.0,0.0
26,19.0,0.0
26,20.0,0.0
26,21.0,0.0
26,22.0,
26,23.0,0.0
26,24.0,
26,25.0,0.0
26,26.0,0.0
26,27.0,0.0
26,28.0,0.0
26,29.0,
26,30.0,0.0
27,5.0,0.13636363636363635
27,6.0,0.10526315789473684
27,7.0,0.05555555555555555
27,8.0,0.09090909090909091
27,9.0,0.2727272727272727
27,10.0,0.25
27,11.0,0.25
27,12.0,0.0
27,13.0,0.4
27,14.0,0.3333333333333333
27,15.0,0.3333333333333333
27,16.0,0.0
27,17.0,0.5
27,18.0,0.0
27,19.0,1.0
27,20.0,0.0
27,21.0,0.0
27,22.0,
27,23.0,0.0
27,24.0,
27,25.0,0.0
27,26.0,0.0
27,27.0,0.0
27,28.0,1.0
27,29.0,
27,30.0,0.0
28,5.0,0.13636363636363635
28,6.0,0.0
28,7.0,0.05555555555555555
28,8.0,0.2727272727272727
28,9.0,0.2727272727272727
28,10.0,0.125
28,11.0,0.125
28,12.0,0.0
28,13.0,0.4
28,14.0,0.0
28,15.0,0.3333333333333333
28,16.0,0.5
28,17.0,0.0
28,18.0,0.0
28,19.0,0.0
28,20.0,0.5
28,21.0,0.0
28,22.0,
28,23.0,0.0
28,24.0,
28,25.0,0.0
28,26.0,0.0
28,27.0,0.0
28,28.0,1.0
28,29.0,
28,30.0,0.0
29,5.0,0.045454545454545456
29,6.0,0.10526315789473684
29,7.0,0.1111111111111111
29,8.0,0.0
29,9.0,0.36363636363636365
29,10.0,0.125
29,11.0,0.125
29,12.0,0.4
29,13.0,0.2
29,14.0,0.0
29,15.0,0.0
29,16.0,0.0
29,17.0,0.0
29,18.0,0.5
29,19.0,1.0
29,20.0,0.0
29,21.0,0.25
29,22.0,
29,23.0,0.0
29,24.0,
29,25.0,1.0
29,26.0,0.0
29,27.0,0.0
29,28.0,0.0
29,29.0,
29,30.0,0.0
30,5.0,0.0
30,6.0,0.0
30,7.0,0.0
30,8.0,0.0
30,9.0,0.0
30,10.0,0.0
30,11.0,0.0
30,12.0,0.0
30,13.0,0.0
30,14.0,0.0
30,15.0,0.0
30,16.0,0.0
30,17.0,0.0
30,18.0,0.0
30,19.0,0.0
30,20.0,0.0
30,21.0,0.0
30,22.0,
30,23.0,0.0
30,24.0,
30,25.0,0.0
30,26.0,0.0
30,27.0,0.0
30,28.0,0.0
30,29.0,
30,30.0,0.0
